"Var1" "Var2" "value" "n"
"CH.islet.size" "CH.metaplasia" -0.016981706404197 104
"CR.age" "CH.metaplasia" 0.158692837068183 265
"CR.height" "CH.metaplasia" 0.0837030767311371 262
"CR.weight" "CH.metaplasia" 0.156505535530754 262
"CR.BMI" "CH.metaplasia" 0.167090650901481 263
"CR.dbDuration" "CH.metaplasia" -0.0739983219086593 129
"CR.ageOnset" "CH.metaplasia" 0.276889273383853 129
"CR.Cpeptide" "CH.metaplasia" 0.141540154853881 241
"CR.HbA1c" "CH.metaplasia" -0.020414919496341 80
"CR.peakGluc" "CH.metaplasia" -0.06312556517773 239
"HS" "CH.pancreatitis" 0.445012431841265 16
"Col18" "CH.pancreatitis" 0.352870573922203 14
"Sdc1" "CH.pancreatitis" 0.0789223315891455 9
"Ins_x1" "CH.pancreatitis" 0.291063794029937 16
"Gcg_x1" "CH.pancreatitis" -0.31972905513807 13
"IP3R2" "CH.pancreatitis" -0.189148071304401 21
"TOM20" "CH.pancreatitis" -0.133340255525046 19
"MFN2" "CH.pancreatitis" -0.048124401413172 20
"VDAC1" "CH.pancreatitis" -0.209097564451746 19
"IP3R2.VDAC1" "CH.pancreatitis" 0.0668945231361475 19
"beta_Ins" "CH.pancreatitis" -0.312995683819629 29
"beta_cells" "CH.pancreatitis" -0.252064588313726 106
"beta_area" "CH.pancreatitis" -0.212559401352857 106
"beta_mass" "CH.pancreatitis" -0.222691775657646 85
"Nitrotyrosine" "CH.pancreatitis" -0.297504863328243 27
"GLP1R.acinar_x1" "CH.pancreatitis" 0.328348138414092 23
"GLP1R.islets_x1" "CH.pancreatitis" 0.0571211020006757 23
"GLP1R.acinar_x2" "CH.pancreatitis" -0.0382907579255616 23
"GLP1R.islets_x2" "CH.pancreatitis" -0.0897274087728922 23
"HLA.A1" "CH.pancreatitis" 0.0575335956491224 22
"HLA.A2" "CH.pancreatitis" 0.0783344455622097 22
"HLA.A3" "CH.pancreatitis" 0.0783344455622097 22
"HLA.A4" "CH.pancreatitis" 0.159855191597033 22
"HLA.A5" "CH.pancreatitis" 0.401735990886206 22
"HLA.A6" "CH.pancreatitis" 0.00490739387090715 22
"HLA.A7" "CH.pancreatitis" 0.282077110872065 22
"HLA.A8" "CH.pancreatitis" 0.167274174765016 22
"HLA.B1" "CH.pancreatitis" -0.0426052497966676 22
"HLA.B2" "CH.pancreatitis" -0.161466765121247 22
"HLA.B3" "CH.pancreatitis" 0.203970872255863 22
"HLA.B4" "CH.pancreatitis" 0.0947894833199056 22
"HLA.B5" "CH.pancreatitis" 0.164256448941635 22
"HLA.B6" "CH.pancreatitis" 0.210243640393492 22
"HLA.C1" "CH.pancreatitis" 0.0263304471605948 22
"HLA.C2" "CH.pancreatitis" -0.0352418463127697 22
"HLA.C3" "CH.pancreatitis" 0.204643280442646 22
"HLA.C4" "CH.pancreatitis" 0.0283361809652882 22
"HLA.C5" "CH.pancreatitis" 0.196002739041873 22
"HLA.C6" "CH.pancreatitis" 0.156691772548038 22
"HLA.C7" "CH.pancreatitis" 0.129926737076251 22
"HLA.F1" "CH.pancreatitis" 0.210508935250675 22
"HLA.F2" "CH.pancreatitis" 0.132411361495452 22
"HLA.F3" "CH.pancreatitis" 0.119880804433192 22
"HLA.F4" "CH.pancreatitis" 0.119880804433192 22
"HLA.F5" "CH.pancreatitis" -0.124424514885734 22
"HLA.F6" "CH.pancreatitis" 0.119880804433192 22
"HLA.F7" "CH.pancreatitis" -0.10464561769215 22
"B2M" "CH.pancreatitis" 0.121001483703443 22
"STAT1" "CH.pancreatitis" 0.115410934521876 22
"IHC.score" "CH.pancreatitis" 0.0720769073751085 22
"ICI.score" "CH.pancreatitis" -0.0520622398928184 22
"GAD65" "CH.pancreatitis" 0.243952065051621 24
"CD20_x1" "CH.pancreatitis" 1 2
"CyclinD1" "CH.pancreatitis" -0.183339699405642 20
"CyclinD3" "CH.pancreatitis" 0.32637668288411 21
"n_leucocytes" "CH.pancreatitis" -0.187092089162078 21
"n_leucocytes2" "CH.pancreatitis" 0.436287755377441 12
"n_islets" "CH.pancreatitis" 0.0591865279042072 21
"n_insulitis" "CH.pancreatitis" -0.00996320409182021 21
"n_islets2" "CH.pancreatitis" 0.00665906969474689 12
"n_insulitis2" "CH.pancreatitis" 0.486002533546438 12
"x12LO" "CH.pancreatitis" 0.124726243740006 45
"CD20_x2" "CH.pancreatitis" NA 3
"MMc" "CH.pancreatitis" -0.01495604067974 11
"ins.MMc" "CH.pancreatitis" -0.127816342300575 11
"MxA" "CH.pancreatitis" NA 5
"BM" "CH.pancreatitis" -0.509175077217316 10
"insulin" "CH.pancreatitis" -0.160051454336922 61
"insulin2" "CH.pancreatitis" -0.333333333333333 16
"HLA" "CH.pancreatitis" -0.277350098112615 16
"survivin" "CH.pancreatitis" -0.277350098112615 16
"CH.Ins" "CH.pancreatitis" -0.161446748658522 265
"CH.amyloid" "CH.pancreatitis" 0.0984250246884389 265
"CH.dysplasia" "CH.pancreatitis" 0.116764075046804 265
"CH.metaplasia" "CH.pancreatitis" 0.0889029369988442 265
"CH.pancreatitis" "CH.pancreatitis" 1 265
"CH.atrophy" "CH.pancreatitis" 0.205955343290678 265
"CH.fibrosis" "CH.pancreatitis" 0.223647218211144 265
"CH.CD3" "CH.pancreatitis" -0.0151396758318208 265
"CH.Ki67" "CH.pancreatitis" 0.0975900072948533 104
"CH.islet.freq" "CH.pancreatitis" 0.0301207248338437 159
"CH.islet.size" "CH.pancreatitis" 0.215374538925241 104
"CR.age" "CH.pancreatitis" 0.206472299919645 265
"CR.height" "CH.pancreatitis" 0.172371154482187 262
"CR.weight" "CH.pancreatitis" 0.157444857850289 262
"CR.BMI" "CH.pancreatitis" 0.0920709129138515 263
"CR.dbDuration" "CH.pancreatitis" 0.0991929778546274 129
"CR.ageOnset" "CH.pancreatitis" 0.0576030846491473 129
"CR.Cpeptide" "CH.pancreatitis" -0.135447559683493 241
"CR.HbA1c" "CH.pancreatitis" 0.271641888734659 80
"CR.peakGluc" "CH.pancreatitis" 0.146444527373506 239
"HS" "CH.atrophy" -0.365692875735343 16
"Col18" "CH.atrophy" -0.571863300034218 14
"Sdc1" "CH.atrophy" -0.669391329746153 9
"Ins_x1" "CH.atrophy" -0.537561326038395 16
"Gcg_x1" "CH.atrophy" 0.124469057067858 13
"IP3R2" "CH.atrophy" 0.175290114889514 21
"TOM20" "CH.atrophy" -0.340466947878014 19
"MFN2" "CH.atrophy" 0.153489967633888 20
"VDAC1" "CH.atrophy" 0.168851568475588 19
"IP3R2.VDAC1" "CH.atrophy" -0.596114567044055 19
"beta_Ins" "CH.atrophy" -0.318112328853302 29
"beta_cells" "CH.atrophy" -0.506707769708326 106
"beta_area" "CH.atrophy" -0.413917031487662 106
"beta_mass" "CH.atrophy" -0.440560115190439 85
"Nitrotyrosine" "CH.atrophy" -0.191949852291219 27
"GLP1R.acinar_x1" "CH.atrophy" -0.130817029618071 23
"GLP1R.islets_x1" "CH.atrophy" 0.165362928027017 23
"GLP1R.acinar_x2" "CH.atrophy" -0.496254597530343 23
"GLP1R.islets_x2" "CH.atrophy" 0.24616203669276 23
"HLA.A1" "CH.atrophy" 0.243711906748272 22
"HLA.A2" "CH.atrophy" 0.207516592228812 22
"HLA.A3" "CH.atrophy" 0.207516592228812 22
"HLA.A4" "CH.atrophy" 0.348003471125604 22
"HLA.A5" "CH.atrophy" 0.209712210299811 22
"HLA.A6" "CH.atrophy" 0.372016682262473 22
"HLA.A7" "CH.atrophy" 0.402396754991415 22
"HLA.A8" "CH.atrophy" 0.243625602716732 22
"HLA.B1" "CH.atrophy" -0.17097856555718 22
"HLA.B2" "CH.atrophy" 0.329107699415925 22
"HLA.B3" "CH.atrophy" 0.0758211395562107 22
"HLA.B4" "CH.atrophy" 0.0643330769091853 22
"HLA.B5" "CH.atrophy" 0.0268558304422507 22
"HLA.B6" "CH.atrophy" 0.101458772923022 22
"HLA.C1" "CH.atrophy" 0.344239991566829 22
"HLA.C2" "CH.atrophy" 0.376370509488148 22
"HLA.C3" "CH.atrophy" 0.00704202178516562 22
"HLA.C4" "CH.atrophy" 0.200155408869617 22
"HLA.C5" "CH.atrophy" 0.0797426931726194 22
"HLA.C6" "CH.atrophy" 0.121211853040028 22
"HLA.C7" "CH.atrophy" 0.0381626624096651 22
"HLA.F1" "CH.atrophy" -0.0580070040359392 22
"HLA.F2" "CH.atrophy" -0.111058368494393 22
"HLA.F3" "CH.atrophy" 0.087438476158672 22
"HLA.F4" "CH.atrophy" 0.087438476158672 22
"HLA.F5" "CH.atrophy" 0.0575302987881695 22
"HLA.F6" "CH.atrophy" 0.087438476158672 22
"HLA.F7" "CH.atrophy" -0.00747507113144258 22
"B2M" "CH.atrophy" 0.545694477041645 22
"STAT1" "CH.atrophy" -0.14179144438899 22
"IHC.score" "CH.atrophy" 0.405723390938927 22
"ICI.score" "CH.atrophy" -0.274533348800362 22
"GAD65" "CH.atrophy" 0.447374616051439 24
"CD20_x1" "CH.atrophy" 1 2
"CyclinD1" "CH.atrophy" 0.0146789237925026 20
"CyclinD3" "CH.atrophy" 0.0466252404120157 21
"n_leucocytes" "CH.atrophy" 0.00615536057061265 21
"n_leucocytes2" "CH.atrophy" -0.357220370563127 12
"n_islets" "CH.atrophy" -0.221612089255622 21
"n_insulitis" "CH.atrophy" 0.20122951621309 21
"n_islets2" "CH.atrophy" 0.0119759667358943 12
"n_insulitis2" "CH.atrophy" -0.344772279234137 12
"x12LO" "CH.atrophy" 0.039078497891868 45
"CD20_x2" "CH.atrophy" 0.5 3
"MMc" "CH.atrophy" 0.528375910189283 11
"ins.MMc" "CH.atrophy" 0.610525482535372 11
"MxA" "CH.atrophy" -1 5
"BM" "CH.atrophy" 0.327326835353989 10
"insulin" "CH.atrophy" -0.371695244663093 61
"insulin2" "CH.atrophy" -0.0727392967453308 16
"HLA" "CH.atrophy" 0.1008712554448 16
"survivin" "CH.atrophy" 0.1008712554448 16
"CH.Ins" "CH.atrophy" -0.312410902364696 265
"CH.amyloid" "CH.atrophy" 0.209761732552364 265
"CH.dysplasia" "CH.atrophy" 0.143492805069122 265
"CH.metaplasia" "CH.atrophy" 0.0657596183118785 265
"CH.pancreatitis" "CH.atrophy" 0.205955343290678 265
"CH.atrophy" "CH.atrophy" 1 265
"CH.fibrosis" "CH.atrophy" 0.351934228461698 265
"CH.CD3" "CH.atrophy" 0.087971793026927 265
"CH.Ki67" "CH.atrophy" -0.197385508487931 104
"CH.islet.freq" "CH.atrophy" -0.297008309088862 159
"CH.islet.size" "CH.atrophy" 0.20193241203216 104
"CR.age" "CH.atrophy" 0.2656653547073 265
"CR.height" "CH.atrophy" 0.237221221346542 262
"CR.weight" "CH.atrophy" 0.196497185604042 262
"CR.BMI" "CH.atrophy" 0.147345249748554 263
"CR.dbDuration" "CH.atrophy" 0.0365506408152705 129
"CR.ageOnset" "CH.atrophy" 0.0184127765362002 129
"CR.Cpeptide" "CH.atrophy" -0.22244367030409 241
"CR.HbA1c" "CH.atrophy" 0.494175169604656 80
"CR.peakGluc" "CH.atrophy" 0.365354587974988 239
"HS" "CH.fibrosis" 0.0665068570897668 16
"Col18" "CH.fibrosis" 0.0958907336313035 14
"Sdc1" "CH.fibrosis" NA 9
"Ins_x1" "CH.fibrosis" -0.163605875864949 16
"Gcg_x1" "CH.fibrosis" 0.598541995951667 13
"IP3R2" "CH.fibrosis" 0.213538730154682 21
"TOM20" "CH.fibrosis" -0.348443658132998 19
"MFN2" "CH.fibrosis" 0.158510517720414 20
"VDAC1" "CH.fibrosis" 0.224544347145112 19
"IP3R2.VDAC1" "CH.fibrosis" -0.298993967909153 19
"beta_Ins" "CH.fibrosis" -0.227996669767129 29
"beta_cells" "CH.fibrosis" -0.186849929523381 106
"beta_area" "CH.fibrosis" -0.144652821384583 106
"beta_mass" "CH.fibrosis" -0.162960863881595 85
"Nitrotyrosine" "CH.fibrosis" -0.212636484994526 27
"GLP1R.acinar_x1" "CH.fibrosis" -0.189571886101289 23
"GLP1R.islets_x1" "CH.fibrosis" -0.184225956851287 23
"GLP1R.acinar_x2" "CH.fibrosis" -0.0307825106078642 23
"GLP1R.islets_x2" "CH.fibrosis" -0.0905940998505703 23
"HLA.A1" "CH.fibrosis" 0.0614093008146976 22
"HLA.A2" "CH.fibrosis" -0.0048921578391863 22
"HLA.A3" "CH.fibrosis" -0.0048921578391863 22
"HLA.A4" "CH.fibrosis" 0.251823148071333 22
"HLA.A5" "CH.fibrosis" 0.286664859874412 22
"HLA.A6" "CH.fibrosis" 0.146629153287493 22
"HLA.A7" "CH.fibrosis" 0.455085236877186 22
"HLA.A8" "CH.fibrosis" 0.250027310774215 22
"HLA.B1" "CH.fibrosis" -0.158436629084136 22
"HLA.B2" "CH.fibrosis" -0.0970182161287999 22
"HLA.B3" "CH.fibrosis" 0.164143706648714 22
"HLA.B4" "CH.fibrosis" -0.257157455546164 22
"HLA.B5" "CH.fibrosis" 0.0621372899543858 22
"HLA.B6" "CH.fibrosis" 0.155817932218926 22
"HLA.C1" "CH.fibrosis" -0.00668008202439509 22
"HLA.C2" "CH.fibrosis" 2.25348041072569e-05 22
"HLA.C3" "CH.fibrosis" 0.18303152706151 22
"HLA.C4" "CH.fibrosis" 0.11666205434213 22
"HLA.C5" "CH.fibrosis" 0.0720138210786829 22
"HLA.C6" "CH.fibrosis" 0.150223198266056 22
"HLA.C7" "CH.fibrosis" 0.163126237529968 22
"HLA.F1" "CH.fibrosis" 0.0660693437660334 22
"HLA.F2" "CH.fibrosis" -0.203420089317557 22
"HLA.F3" "CH.fibrosis" -0.0586926458836258 22
"HLA.F4" "CH.fibrosis" -0.0586926458836258 22
"HLA.F5" "CH.fibrosis" -0.160195870383712 22
"HLA.F6" "CH.fibrosis" -0.0586926458836258 22
"HLA.F7" "CH.fibrosis" 0.0270563334091256 22
"B2M" "CH.fibrosis" 0.12567999089275 22
"STAT1" "CH.fibrosis" -0.0904871440158503 22
"IHC.score" "CH.fibrosis" -0.136783675875194 22
"ICI.score" "CH.fibrosis" 0.033592311797223 22
"GAD65" "CH.fibrosis" 0.199856022323648 24
"CD20_x1" "CH.fibrosis" 1 2
"CyclinD1" "CH.fibrosis" -0.215686274509804 20
"CyclinD3" "CH.fibrosis" -0.0269190951029083 21
"n_leucocytes" "CH.fibrosis" NA 21
"n_leucocytes2" "CH.fibrosis" NA 12
"n_islets" "CH.fibrosis" NA 21
"n_insulitis" "CH.fibrosis" NA 21
"n_islets2" "CH.fibrosis" NA 12
"n_insulitis2" "CH.fibrosis" NA 12
"x12LO" "CH.fibrosis" 0.333672187776334 45
"CD20_x2" "CH.fibrosis" NA 3
"MMc" "CH.fibrosis" 0.0467376271241876 11
"ins.MMc" "CH.fibrosis" 0.195259859088964 11
"MxA" "CH.fibrosis" 0.166666666666667 5
"BM" "CH.fibrosis" 0.327326835353989 10
"insulin" "CH.fibrosis" -0.195098472636908 61
"insulin2" "CH.fibrosis" 0.0924500327042048 16
"HLA" "CH.fibrosis" 0.179487179487179 16
"survivin" "CH.fibrosis" 0.179487179487179 16
"CH.Ins" "CH.fibrosis" -0.104753002034537 265
"CH.amyloid" "CH.fibrosis" 0.217493233540236 265
"CH.dysplasia" "CH.fibrosis" 0.113743763572326 265
"CH.metaplasia" "CH.fibrosis" 0.0693224056869967 265
"CH.pancreatitis" "CH.fibrosis" 0.223647218211144 265
"CH.atrophy" "CH.fibrosis" 0.351934228461698 265
"CH.fibrosis" "CH.fibrosis" 1 265
"CH.CD3" "CH.fibrosis" 0.156641037357617 265
"CH.Ki67" "CH.fibrosis" -0.145370951157395 104
"CH.islet.freq" "CH.fibrosis" -0.0591888228433832 159
"CH.islet.size" "CH.fibrosis" 0.260693622953351 104
"CR.age" "CH.fibrosis" 0.258030656912449 265
"CR.height" "CH.fibrosis" 0.161895340037953 262
"CR.weight" "CH.fibrosis" 0.19444136227478 262
"CR.BMI" "CH.fibrosis" 0.166500677827258 263
"CR.dbDuration" "CH.fibrosis" -0.063112079835707 129
"CR.ageOnset" "CH.fibrosis" 0.293112170694672 129
"CR.Cpeptide" "CH.fibrosis" -0.0619151491598302 241
"CR.HbA1c" "CH.fibrosis" 0.172652538764059 80
"CR.peakGluc" "CH.fibrosis" 0.00964041480029279 239
"HS" "CH.CD3" -0.169791364179318 16
"Col18" "CH.CD3" -0.197146108424727 14
"Sdc1" "CH.CD3" 0.1456342233035 9
"Ins_x1" "CH.CD3" -0.296103197552568 16
"Gcg_x1" "CH.CD3" -0.031187763094377 13
"IP3R2" "CH.CD3" 0.174023293179557 21
"TOM20" "CH.CD3" -0.229946935919698 19
"MFN2" "CH.CD3" -0.209185566275883 20
"VDAC1" "CH.CD3" -0.379359113068384 19
"IP3R2.VDAC1" "CH.CD3" -0.0860060014702147 19
"beta_Ins" "CH.CD3" -0.138892776129029 29
"beta_cells" "CH.CD3" -0.233349589615631 106
"beta_area" "CH.CD3" -0.114116108681493 106
"beta_mass" "CH.CD3" -0.097620659341178 85
"Nitrotyrosine" "CH.CD3" -0.0750111300047439 27
"GLP1R.acinar_x1" "CH.CD3" -8.36507618112313e-18 23
"GLP1R.islets_x1" "CH.CD3" -0.172581911680609 23
"GLP1R.acinar_x2" "CH.CD3" -0.0407751054892245 23
"GLP1R.islets_x2" "CH.CD3" 0.173696925592142 23
"HLA.A1" "CH.CD3" 0.0117346158992094 22
"HLA.A2" "CH.CD3" 0.0345220756866873 22
"HLA.A3" "CH.CD3" 0.0345220756866873 22
"HLA.A4" "CH.CD3" 0.0680211313011798 22
"HLA.A5" "CH.CD3" -0.0171354814904792 22
"HLA.A6" "CH.CD3" 0.224300627335219 22
"HLA.A7" "CH.CD3" -0.141189698543272 22
"HLA.A8" "CH.CD3" 0.161537657478898 22
"HLA.B1" "CH.CD3" -0.261630506852558 22
"HLA.B2" "CH.CD3" 0.0593357422059087 22
"HLA.B3" "CH.CD3" 0.100087100536507 22
"HLA.B4" "CH.CD3" 0.221702972236228 22
"HLA.B5" "CH.CD3" 0.0816963659875083 22
"HLA.B6" "CH.CD3" 0.105362851943314 22
"HLA.C1" "CH.CD3" 0.206464965905659 22
"HLA.C2" "CH.CD3" 0.204425396621083 22
"HLA.C3" "CH.CD3" -0.0106935103821559 22
"HLA.C4" "CH.CD3" -0.0785821643209851 22
"HLA.C5" "CH.CD3" -0.247548266705424 22
"HLA.C6" "CH.CD3" 0.0090101306905454 22
"HLA.C7" "CH.CD3" -0.0193852803507874 22
"HLA.F1" "CH.CD3" 0.00654771407420182 22
"HLA.F2" "CH.CD3" -0.00837315462921669 22
"HLA.F3" "CH.CD3" -0.0782697669279927 22
"HLA.F4" "CH.CD3" -0.0782697669279927 22
"HLA.F5" "CH.CD3" -0.262100264228078 22
"HLA.F6" "CH.CD3" -0.0782697669279927 22
"HLA.F7" "CH.CD3" -0.017194852243237 22
"B2M" "CH.CD3" 0.215785858188001 22
"STAT1" "CH.CD3" -0.0210167628792674 22
"IHC.score" "CH.CD3" -0.110290938460782 22
"ICI.score" "CH.CD3" 0.0483679217446996 22
"GAD65" "CH.CD3" 0.313252877828721 24
"CD20_x1" "CH.CD3" NA 2
"CyclinD1" "CH.CD3" 0.603594545793428 20
"CyclinD3" "CH.CD3" 0.447655288047618 21
"n_leucocytes" "CH.CD3" 0.0545120563741627 21
"n_leucocytes2" "CH.CD3" -0.0928560857961114 12
"n_islets" "CH.CD3" -0.181749233650577 21
"n_insulitis" "CH.CD3" 0.479342050915574 21
"n_islets2" "CH.CD3" -0.394566436427708 12
"n_insulitis2" "CH.CD3" -0.207669652660466 12
"x12LO" "CH.CD3" -0.0202818478578709 45
"CD20_x2" "CH.CD3" NA 3
"MMc" "CH.CD3" 0.254819587892704 11
"ins.MMc" "CH.CD3" 0.444811422990056 11
"MxA" "CH.CD3" 0.612372435695794 5
"BM" "CH.CD3" 0.327326835353989 10
"insulin" "CH.CD3" -0.160051454336922 61
"insulin2" "CH.CD3" 0.218217890235992 16
"HLA" "CH.CD3" -0.181568259800641 16
"survivin" "CH.CD3" -0.181568259800641 16
"CH.Ins" "CH.CD3" -0.0197816229020005 265
"CH.amyloid" "CH.CD3" -0.0342566687618248 265
"CH.dysplasia" "CH.CD3" -0.0311830838680633 265
"CH.metaplasia" "CH.CD3" -0.0437037796117231 265
"CH.pancreatitis" "CH.CD3" -0.0151396758318208 265
"CH.atrophy" "CH.CD3" 0.087971793026927 265
"CH.fibrosis" "CH.CD3" 0.156641037357617 265
"CH.CD3" "CH.CD3" 1 265
"CH.Ki67" "CH.CD3" 0.0776735637380617 104
"CH.islet.freq" "CH.CD3" -0.149852238941784 159
"CH.islet.size" "CH.CD3" -0.0400205590493154 104
"CR.age" "CH.CD3" -0.0942778512089723 265
"CR.height" "CH.CD3" 0.0140339696754448 262
"CR.weight" "CH.CD3" -0.0297085516532069 262
"CR.BMI" "CH.CD3" -0.0501579701165625 263
"CR.dbDuration" "CH.CD3" -0.114717818043832 129
"CR.ageOnset" "CH.CD3" -0.110741354679157 129
"CR.Cpeptide" "CH.CD3" -0.0326530723793248 241
"CR.HbA1c" "CH.CD3" 0.101467079360066 80
"CR.peakGluc" "CH.CD3" 0.0246295201826545 239
"HS" "CH.Ki67" 0.11983572236239 9
"Col18" "CH.Ki67" 0.0661400956415662 8
"Sdc1" "CH.Ki67" 0.439472486631872 6
"Ins_x1" "CH.Ki67" -0.0325958205315604 9
"Gcg_x1" "CH.Ki67" 0.205663427406135 7
"IP3R2" "CH.Ki67" -0.311774853736207 10
"TOM20" "CH.Ki67" -0.139947026506504 10
"MFN2" "CH.Ki67" -0.0546931300190611 10
"VDAC1" "CH.Ki67" -0.49244102521782 8
"IP3R2.VDAC1" "CH.Ki67" 0.522571532374764 8
"beta_Ins" "CH.Ki67" -0.10142566003333 12
"beta_cells" "CH.Ki67" 0.0370524806618511 43
"beta_area" "CH.Ki67" 0.217150229701103 43
"beta_mass" "CH.Ki67" -0.132062382330966 39
"Nitrotyrosine" "CH.Ki67" 0.491959208672034 12
"GLP1R.acinar_x1" "CH.Ki67" 0.224280652008128 8
"GLP1R.islets_x1" "CH.Ki67" -0.0892339417491587 8
"GLP1R.acinar_x2" "CH.Ki67" 0.136428028880974 8
"GLP1R.islets_x2" "CH.Ki67" 0.507928143006786 8
"HLA.A1" "CH.Ki67" 0.103313471051081 7
"HLA.A2" "CH.Ki67" -0.115536538435753 7
"HLA.A3" "CH.Ki67" -0.115536538435753 7
"HLA.A4" "CH.Ki67" 0.596125471146738 7
"HLA.A5" "CH.Ki67" 0.728512810029927 7
"HLA.A6" "CH.Ki67" 0.340162561130819 7
"HLA.A7" "CH.Ki67" 0.686000733161343 7
"HLA.A8" "CH.Ki67" -0.277626966305521 7
"HLA.B1" "CH.Ki67" -0.221253337857924 7
"HLA.B2" "CH.Ki67" -0.811700902022296 7
"HLA.B3" "CH.Ki67" 0.530401337942857 7
"HLA.B4" "CH.Ki67" -0.518611432011326 7
"HLA.B5" "CH.Ki67" 0.42915194070968 7
"HLA.B6" "CH.Ki67" 0.649828845434857 7
"HLA.C1" "CH.Ki67" 0.203345235705657 7
"HLA.C2" "CH.Ki67" -0.0483792437470414 7
"HLA.C3" "CH.Ki67" 0.774732129987287 7
"HLA.C4" "CH.Ki67" 0.229153540391081 7
"HLA.C5" "CH.Ki67" 0.813153104368362 7
"HLA.C6" "CH.Ki67" 0.797434351331082 7
"HLA.C7" "CH.Ki67" 0.762943734335518 7
"HLA.F1" "CH.Ki67" 0.779633260599812 7
"HLA.F2" "CH.Ki67" 0.773220359466357 7
"HLA.F3" "CH.Ki67" 0.735973516600675 7
"HLA.F4" "CH.Ki67" 0.735973516600675 7
"HLA.F5" "CH.Ki67" 0.58126226792939 7
"HLA.F6" "CH.Ki67" 0.735973516600675 7
"HLA.F7" "CH.Ki67" 0.204394820493695 7
"B2M" "CH.Ki67" 0.581255776154407 7
"STAT1" "CH.Ki67" -0.077868074183748 7
"IHC.score" "CH.Ki67" 0.0468292905790847 7
"ICI.score" "CH.Ki67" -0.292118697336089 7
"GAD65" "CH.Ki67" 0.216192933176628 10
"CD20_x1" "CH.Ki67" 1 2
"CyclinD1" "CH.Ki67" 0 6
"CyclinD3" "CH.Ki67" 0.153896752812773 7
"n_leucocytes" "CH.Ki67" 0.327202005221976 13
"n_leucocytes2" "CH.Ki67" 0.250820439280688 5
"n_islets" "CH.Ki67" -0.263899312759236 13
"n_insulitis" "CH.Ki67" -0.16705196616045 13
"n_islets2" "CH.Ki67" -0.351240342242651 5
"n_insulitis2" "CH.Ki67" 0.271819824038869 5
"x12LO" "CH.Ki67" 0.177667263629675 13
"CD20_x2" "CH.Ki67" NA 1
"MMc" "CH.Ki67" NA 2
"ins.MMc" "CH.Ki67" NA 2
"MxA" "CH.Ki67" NA 0
"BM" "CH.Ki67" -0.5 3
"insulin" "CH.Ki67" 0.421064533622159 17
"insulin2" "CH.Ki67" NA 3
"HLA" "CH.Ki67" NA 3
"survivin" "CH.Ki67" NA 3
"CH.Ins" "CH.Ki67" 0.18201783862232 104
"CH.amyloid" "CH.Ki67" -0.191882389113334 104
"CH.dysplasia" "CH.Ki67" -0.0574484989621426 104
"CH.metaplasia" "CH.Ki67" NA 104
"CH.pancreatitis" "CH.Ki67" 0.0975900072948533 104
"CH.atrophy" "CH.Ki67" -0.197385508487931 104
"CH.fibrosis" "CH.Ki67" -0.145370951157395 104
"CH.CD3" "CH.Ki67" 0.0776735637380617 104
"CH.Ki67" "CH.Ki67" 1 104
"CH.islet.freq" "CH.Ki67" 0.173527971833099 64
"CH.islet.size" "CH.Ki67" NA 46
"CR.age" "CH.Ki67" -0.371987356042843 104
"CR.height" "CH.Ki67" -0.36080072061975 103
"CR.weight" "CH.Ki67" -0.310990922337578 103
"CR.BMI" "CH.Ki67" -0.242152558746851 103
"CR.dbDuration" "CH.Ki67" -0.151929846402693 39
"CR.ageOnset" "CH.Ki67" 0.0392388172261296 39
"CR.Cpeptide" "CH.Ki67" 0.189295568085444 97
"CR.HbA1c" "CH.Ki67" -0.162484703211207 38
"CR.peakGluc" "CH.Ki67" -0.00900429062924542 91
"HS" "CH.islet.freq" NA 5
"Col18" "CH.islet.freq" NA 5
"Sdc1" "CH.islet.freq" NA 4
"Ins_x1" "CH.islet.freq" NA 5
"Gcg_x1" "CH.islet.freq" NA 4
"IP3R2" "CH.islet.freq" NA 15
"TOM20" "CH.islet.freq" NA 13
"MFN2" "CH.islet.freq" NA 15
"VDAC1" "CH.islet.freq" NA 14
"IP3R2.VDAC1" "CH.islet.freq" NA 13
"beta_Ins" "CH.islet.freq" 0.595279073758618 19
"beta_cells" "CH.islet.freq" 0.457150594197607 63
"beta_area" "CH.islet.freq" 0.407635709461764 63
"beta_mass" "CH.islet.freq" 0.361909372112188 44
"Nitrotyrosine" "CH.islet.freq" 0.363555586198045 12
"GLP1R.acinar_x1" "CH.islet.freq" NA 13
"GLP1R.islets_x1" "CH.islet.freq" NA 13
"GLP1R.acinar_x2" "CH.islet.freq" NA 13
"GLP1R.islets_x2" "CH.islet.freq" NA 13
"HLA.A1" "CH.islet.freq" NA 8
"HLA.A2" "CH.islet.freq" NA 8
"HLA.A3" "CH.islet.freq" NA 8
"HLA.A4" "CH.islet.freq" NA 8
"HLA.A5" "CH.islet.freq" NA 8
"HLA.A6" "CH.islet.freq" NA 8
"HLA.A7" "CH.islet.freq" NA 8
"HLA.A8" "CH.islet.freq" NA 8
"HLA.B1" "CH.islet.freq" NA 8
"HLA.B2" "CH.islet.freq" NA 8
"HLA.B3" "CH.islet.freq" NA 8
"HLA.B4" "CH.islet.freq" NA 8
"HLA.B5" "CH.islet.freq" NA 8
"HLA.B6" "CH.islet.freq" NA 8
