Source,Contributors,Variable,Value,Description,Meta,Level,CellTissue,TissueContext,Complex,IndividualLevelData,Entrez,CHEBI,MPO,MPOLabel,EFO,EFOLabel,VarWithinD,VarDvsCTRL,Relevance,Levels,Method,MethodRef,MethodDetails,PrivateNote,Note,DataSource,DataSourceLink
PMID27506584,Richardson et al. (2016),HLA.A6,Normalized gene expression,Relative RNA expression of HLA.A6,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3105,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.A7,Normalized gene expression,Relative RNA expression of HLA.A7,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3105,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.A8,Normalized gene expression,Relative RNA expression of HLA.A7,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3105,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,No statistically significant differences between T1D vs Controls,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.B1,Normalized gene expression,Relative RNA expression of HLA.B1,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3106,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.B2,Normalized gene expression,Relative RNA expression of HLA.B2,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3106,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.B3,Normalized gene expression,Relative RNA expression of HLA.B3,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3106,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.B4,Normalized gene expression,Relative RNA expression of HLA.B4,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3106,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.B5,Normalized gene expression,Relative RNA expression of HLA.B5,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3106,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.B6,Normalized gene expression,Relative RNA expression of HLA.B6,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3106,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.C1,Normalized gene expression,Relative RNA expression of HLA.C1,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3107,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,No statistically significant differences between T1D vs Controls,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.C2,Normalized gene expression,Relative RNA expression of HLA.C2,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3107,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,No statistically significant differences between T1D vs Controls,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.C3,Normalized gene expression,Relative RNA expression of HLA.C3,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3107,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.C4,Normalized gene expression,Relative RNA expression of HLA.C4,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3107,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.C5,Normalized gene expression,Relative RNA expression of HLA.C5,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3107,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.C6,Normalized gene expression,Relative RNA expression of HLA.C6,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3107,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.C7,Normalized gene expression,Relative RNA expression of HLA.C7,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3107,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.F1,Normalized gene expression,Relative RNA expression of HLA.F1,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3134,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.F2,Normalized gene expression,Relative RNA expression of HLA.F2,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3134,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.F3,Normalized gene expression,Relative RNA expression of HLA.F3,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3134,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.F4,Normalized gene expression,Relative RNA expression of HLA.F4,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3134,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.F5,Normalized gene expression,Relative RNA expression of HLA.F5,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3134,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.F6,Normalized gene expression,Relative RNA expression of HLA.F6,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3134,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Hyperexpression observed in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),HLA.F7,Normalized gene expression,Relative RNA expression of HLA.F7,HLA,transcript,islet of Langerhans,islet of Langerhans,0,Yes,3134,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,No statistically significant differences between T1D vs Controls,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),B2M,Normalized gene expression,Relative RNA expression of B2M,,transcript,islet of Langerhans,islet of Langerhans,0,Yes,567,,MP:0001836,abnormal antigen presentation via MHC class I,EFO:0005197,beta-2 microglobulin measurement,0,1,Expression of beta2-microglobulin (a second component required for the generation of functional HLA class I complexes) elevated in T1D,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),NLRC5,Normalized gene expression,Relative RNA expression of NLRC5,,transcript,islet of Langerhans,islet of Langerhans,0,Yes,84166,,,,,,0,0,No statistically significant differences between T1D vs controls,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),STAT1,Normalized gene expression,Relative RNA expression of STAT1,,transcript,islet of Langerhans,islet of Langerhans,0,Yes,6772,,,,,,1,1,Higher in T1D than controls; positive correlation between STAT1 and HLA-ABC expression; decreases with disease duration,,,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),IHC.score,score,Overall score of overall HLA expression in islets,,phenotype,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,Higher in T1D than controls,"0=normal expression,1=elevated expression,2=hyperexpression",,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584,Richardson et al. (2016),ICI.score,score,Overall score of insulin immunopositivity in islets (number of residual ICIs in the nearest available block),,phenotype,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0020578,abnormal pancreatic beta cell number,,,1,1,Variable but generally lower insulin immunopositivity in T1D vs controls," (+++ >20 ICIs; ++ 10-20 ICIs; + 1-10 ICIs, -No ICIs)",,Richardson et al. (2016),,,,"ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27300574,Moin et al. (2016),CgA.cells,% CPHN cells in islets,"Frequency of chromogranin-positive, hormone-negative (CPHN) cells in islets",,cell,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Moin et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27300574,Moin et al. (2016),CgA.cluster,% CPHN in clusters,"Frequency of chromogranin-positive, hormone-negative (CPHN) cells in scattered clusters of endocrine cells",,cell,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Moin et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27300574,Moin et al. (2016),CgA.section,count of CPHN cells/mm^2 of pancreas section,"Frequency of chromogranin-positive, hormone-negative (CPHN) cells in scattered clusters of endocrine cells",,cell,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,1,1,,,immunostaining,Moin et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27284108,Phelps et al. (2016),GAD65.ratio,ratio,GAD65 localization as Golgi:Cell mean fluorescence intensity (MFI) ratio,,protein,islet of Langerhans,islet of Langerhans,0,Yes,2572,,,,,,1,1,Distribution of GAD65 changes under ER stress – appears to accumulate in Golgi,,immunostaining,Phelps et al. (2016),"The ratio of GAD65 mean fluorescence intensity (MFI) in the Golgi compartment and post-Golgi vesicles compared with the rest of the cytosol was calculated with a custom ImageJ macro. Individual B-cells in a given field of view were identified and outlined by hand. For each cell, the macro automatically defined a region of interest (ROI) outlining the Golgi compartment, identified by giantin costain or by characteristic morphology and brightness thresholding of GAD65 stain, and GAD65+ vesicles, identified by brightness thresholding of GAD65+ bright puncta. A second ROI defined the remainder of the cell, excluding the Golgi, GAD65+ vesicles, and nucleus. GAD65 Golgi accumulation was reported as the ratio of MFI for the two ROIs.",,,Supplementary Table 1 & Supplementary Table 2 & Supplementary Table 3,http://diabetes.diabetesjournals.org/highwire/filestream/75457/field_highwire_adjunct_files/0/DB160180SupplementaryData.pdf
PMID26950362,Helman et al. (2016),p16,,staining intensity,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Helman et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362,Helman et al. (2016),Cox17,,staining intensity,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Helman et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362,Helman et al. (2016),pS6,,staining intensity,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Helman et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362,Helman et al. (2016),Ndufb5,,staining intensity,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Helman et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362,Helman et al. (2016),Atp5a,,staining intensity,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,,,,,,,immunostaining,Helman et al. (2016),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26935967,Liu et al. (2016),Proteomics,NA,"Proteomics of pancreatic head region tissues, expression values for 5357 proteins",,protein,exocrine pancreas,exocrine pancreas,1,Yes,,,,,,,,1,"Among the 5357 (1% false discovery rate) confidently identified proteins, 145 showed statistically significant dysregulation between T1D and healthy subjects",,TMT10;LC-MS,Liu et al. (2016),Approximately 30 mg of tissue from each sample were processed for TMT10-based isobaric labeling and multidimensional LC-MS/MS was used for peptide analysis.,,,Table S1: 5368 protein groups identified in pancreatic tissue.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4893790/bin/NIHMS788696-supplement-supplemental_information.pdf
PMID26858360,Leete et al. (2016),CD20.cat,"[Lo,Hi]","Ratio of CD20+:CD4+ cells in inflamed islets, reported as 0 = CD20Lo or 1 = CD20Hi",,cell,"B cell|CD4-positive, alpha-beta T cell",islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,1,1,,,immunostaining,Arif et al. (2014),,,,,http://diabetes.diabetesjournals.org/content/65/5/1362.long
PMID26581594,Campbell-Thompson et al. (2016),InsNeg.CD3Pos.prct,,Percent of islets counted that are insulin-negative and CD3-positive,,cell,T cell,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Multiple slide sections were reviewed from each donor pancreas, and islets were counted by insulin immunopositivity (Ins+, Ins−) and insulitis status (CD3−, CD3+). Screening for insulitic islets was performed on CD3+ glucagon–stained sections. An islet was defined as ≥10 α-cells. Insulitis was defined as an islet with six or more CD3+ cells immediately adjacent to or within the islet with three or more islets per pancreas section.",,Percent was calculated from original count data.,Table 1: Insulitis frequency in donors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594,Campbell-Thompson et al. (2016),InsPos.CD3Pos.prct,,Percent of islets counted that are insulin-positive and CD3-positive,,cell,T cell,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Multiple slide sections were reviewed from each donor pancreas, and islets were counted by insulin immunopositivity (Ins+, Ins−) and insulitis status (CD3−, CD3+). Screening for insulitic islets was performed on CD3+ glucagon–stained sections. An islet was defined as ≥10 α-cells. Insulitis was defined as an islet with six or more CD3+ cells immediately adjacent to or within the islet with three or more islets per pancreas section.",,Percent was calculated from original count data.,Table 1: Insulitis frequency in donors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594,Campbell-Thompson et al. (2016),InsNeg.CD3Neg.prct,,Percent of islets counted that are insulin-negative and CD3-negative,,cell,T cell,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Multiple slide sections were reviewed from each donor pancreas, and islets were counted by insulin immunopositivity (Ins+, Ins−) and insulitis status (CD3−, CD3+). Screening for insulitic islets was performed on CD3+ glucagon–stained sections. An islet was defined as ≥10 α-cells. Insulitis was defined as an islet with six or more CD3+ cells immediately adjacent to or within the islet with three or more islets per pancreas section.",,Percent was calculated from original count data.,Table 1: Insulitis frequency in donors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594,Campbell-Thompson et al. (2016),InsPos.CD3Neg.prct,,Percent of islets counted that are insulin-positive and CD3-negative,,cell,T cell,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Multiple slide sections were reviewed from each donor pancreas, and islets were counted by insulin immunopositivity (Ins+, Ins−) and insulitis status (CD3−, CD3+)",,Percent was calculated from original count data.,Table 1: Insulitis frequency in donors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594,Campbell-Thompson et al. (2016),CD3.prct,%,Percent of islets with insulitis (with six or more CD3+ cells),,cell,T cell,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,,,,,immunostaining,Campbell-Thompson et al. (2016),Calculated as sum insulitic islets: (Ins+ CD3+ and Ins− CD3+)/total islets,,Percent was calculated from original count data.,Table 1: Insulitis frequency in donors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594,Campbell-Thompson et al. (2016),beta.mass,g,Beta cell mass,,cell,type B pancreatic cell,islet of Langerhans,0,Contact authors,,,,,,,,,"B-cell mass was decreased in donors with T1D, regardless of insulitis status, compared with those without T1D; however, B-cell mass was significantly higher in T1D donors with insulitis compared with those without insulitis",,,Campbell-Thompson et al. (2016),,,Percent was calculated from original count data.,Figure 6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F6/
PMID26581594,Campbell-Thompson et al. (2016),alpha.mass,g,Alpha cell mass,,cell,pancreatic A cell,islet of Langerhans,0,Contact authors,,,,,,,,,,,,Campbell-Thompson et al. (2016),"Numbers of CD45+, CD3+, CD20+, CD8+, and CD4+ cells were counted for each insulitic islet and averaged per donor (2–10 islets/donor).",,Percent was calculated from original count data.,Figure 6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F6/
PMID26581594,Campbell-Thompson et al. (2016),CD45.cells.islet,,CD45+ cells per islet,,cell,leukocyte,islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Numbers of CD45+, CD3+, CD20+, CD8+, and CD4+ cells were counted for each insulitic islet and averaged per donor (2–10 islets/donor).",,Percent was calculated from original count data.,Figure 5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594,Campbell-Thompson et al. (2016),CD3.cells.islet,,CD3+ cells per islet,,cell,T cell,islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Numbers of CD45+, CD3+, CD20+, CD8+, and CD4+ cells were counted for each insulitic islet and averaged per donor (2–10 islets/donor).",,Percent was calculated from original count data.,Figure 5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594,Campbell-Thompson et al. (2016),CD20.cells.islet,,CD20+ cells per islet,,cell,B cell,islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Numbers of CD45+, CD3+, CD20+, CD8+, and CD4+ cells were counted for each insulitic islet and averaged per donor (2–10 islets/donor).",,Percent was calculated from original count data.,Figure 5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594,Campbell-Thompson et al. (2016),CD8.cells.islet,,CD8+ cells per islet,,cell,"CD8-positive, alpha-beta T cell",islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Numbers of CD45+, CD3+, CD20+, CD8+, and CD4+ cells were counted for each insulitic islet and averaged per donor (2–10 islets/donor).",,Percent was calculated from original count data.,Figure 5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594,Campbell-Thompson et al. (2016),CD4.cells.islet,,CD4+ cells per islet,,cell,"CD4-positive, alpha-beta T cell",islet of Langerhans,0,Contact authors,,,MP:0004031,insulitis,,,,,,,,Campbell-Thompson et al. (2016),"Numbers of CD45+, CD3+, CD20+, CD8+, and CD4+ cells were counted for each insulitic islet and averaged per donor (2–10 islets/donor).",,Percent was calculated from original count data.,Figure 5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26076035,van der Meulen et al. (2015),Ucn3.score,[1-3],"Expression of Urocortin3 (UCN3) in beta cells, staining intensity category",,protein,type B pancreatic cell,islet of Langerhans,0,Yes,114131,,,,,,,,"Ucn3 is stored and co-released with insulin and potentiates glucose-stimulated somatostatin secretion via cognate receptors on delta cells; islets lacking endogenous Ucn3 have fewer delta cells, reduced somatostatin content, impaired somatostatin secretion, and exaggerated insulin release",,,van der Meulen et al. (2015),,,"This is a derived feature. Individual-level signal intensity images were extracted from supplemental files and clustered into Low, Intermediate, and High categories.",Supplemental Figure 7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4496282/bin/NIHMS686747-supplement-1.pdf
