Table S1. 5368 protein groups identified in pancreatic tissue.																									
Majority protein IDs	Protein names	Gene names	Mol. weight [kDa]	Sequence coverage [%]	Peptides	Unique peptides	Score	Q-value	HC_1 reporter ion intensity	HC_2 reporter ion intensity	HC_3 reporter ion intensity	HC_4 reporter ion intensity	HC_5 reporter ion intensity	T1D_1 reporter ion intensity	T1D_2 reporter ion intensity	T1D_3 reporter ion intensity	T1D_4 reporter ion intensity	T1D_5 reporter ion intensity	BCGA_microarray data_ductal cells	BCGA_microarray data_exocrine pancreas	BCGA_microarray data_pancreatic islets	BCGA_microarray data_primary beta cells	Identified in Kim et al (2014)_pancreas proteome researched by MaxQuant	Pancreas enriched proteinsa in Kim et al (2014)	Pancreas enriched proteins in Uhlén et al (2015)
Q9HBH5	Retinol dehydrogenase 14	RDH14	36.864	11	3	3	5.4026	0	5260.8	6069.6	6291.9	9440.5	7533.1	13896	15347	8757.2	6280.9	8233.6	Moderate	Moderate	Enriched	No expression	YES		
Q9HBI6;V9GYP6;F8W978	Cytochrome P450 4F11	CYP4F11	60.145	4	2	2	2.9517	0.0016876	21471	15305	18849	15340	15238	28352	32681	24018	12293	28420	No expression	No expression	Low	No expression			
Q9HBL7	Plasminogen receptor (KT)	PLGRKT	17.201	9.5	2	2	27.788	0	30895	24745	28086	24710	38187	20811	21175	21415	10511	34015					YES		
Q9HBL8	NmrA-like family domain-containing protein 1	NMRAL1	33.344	12.4	3	3	7.2412	0	10150	8424.9	9470.6	10328	9751.2	11650	12003	9854.2	6860.4	9303.2	Enriched	Enriched	Enriched	No expression			
Q9HBR0;Q9HBR0-3	Putative sodium-coupled neutral amino acid transporter 10	SLC38A10	119.76	10.5	9	9	23.765	0	26888	23091	24033	30503	25473	21894	37130	28830	27431	39932	Enriched	Enriched	Enriched	Enriched	YES		
Q9HC07;V9GY93;Q9HC07-2	Transmembrane protein 165	TMEM165	34.905	16.4	4	4	52.677	0	6552.5	8539.3	6174.3	5533.3	8284.1	2871.4	2447.6	2029.7	1074	3831.5	Moderate	Enriched	Enriched	No expression	YES		
Q9HC35;Q9HC35-2;B5MBZ0	Echinoderm microtubule-associated protein-like 4	EML4	108.91	37.6	69	69	269.92	0	393250	221850	283710	255900	386570	234830	262890	204820	147010	275970	Enriched	Enriched	Enriched	No expression	YES		
Q9HC78-2;Q9HC78;Q96K62	Zinc finger and BTB domain-containing protein 20;Zinc finger and BTB domain-containing protein 45	ZBTB20;ZBTB45	73.4	2.8	2	2	4.2974	0.00062893	10704	8524.8	10040	8367.8	18049	7624.8	9072.1	7529.5	5748.2	8366.1	Enriched	Enriched	Enriched	Moderate			
Q9HC84	Mucin-5B	MUC5B	596.33	0.3	1	1	4.5204	0.00042499	1343.8	2424.2	2147	1146.9	2898.5	948.04	1814.8	6481.4	1237.1	1778.1					YES		
Q9HCB6	Spondin-1	SPON1	90.973	2.1	1	1	8.8307	0	11525	13156	12197	11300	11620	14123	20299	25761	11009	17194	Enriched	Enriched	Enriched	Moderate	YES		
Q9HCC0;Q9HCC0-2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	MCCC2	61.332	41.4	33	33	274.72	0	218640	133080	177920	170310	193760	200460	164840	146920	93962	183440	Moderate	Enriched	Enriched	Low	YES		
Q9HCD5	Nuclear receptor coactivator 5	NCOA5	65.536	8.3	5	5	12.065	0	9749	6391.9	7956.7	9599.5	9865.4	28408	8539.6	7280.4	3583.3	8538.1	No expression	Enriched	Enriched	No expression	YES		
Q9HCE1-2;Q9HCE1;Q5JR04	Putative helicase MOV-10	MOV10	101.6	11.7	11	11	23.622	0	44389	39412	43292	31798	52361	49842	62390	55099	37333	48508	Moderate	Low	Moderate	No expression	YES		
Q9HCE5;D6RBL4	N6-adenosine-methyltransferase subunit METTL14	METTL14	52.15	9.9	5	5	15.407	0	17966	15485	16641	14710	17782	11959	17807	15663	15214	18274	Low	Moderate	Enriched	No expression	YES		
Q9HCE6-3;Q9HCE6-2;Q9HCE6;Q9HCE6-4;Q9HCE6-5	Rho guanine nucleotide exchange factor 10-like protein	ARHGEF10L	135.18	11.7	14	2	31.622	0	46208	21415	22927	30773	27483	32560	22126	32343	10845	34304	Enriched	Enriched	Enriched	No expression	YES		
Q9HCG8;B7WP74	Pre-mRNA-splicing factor CWC22 homolog	CWC22	105.47	5	3	3	46.107	0	12182	9194.4	9208.9	15575	9368.7	8296.7	7265.5	10213	8511.3	11124	Low	Moderate	Moderate	No expression			
Q9HCJ6	Synaptic vesicle membrane protein VAT-1 homolog-like	VAT1L	45.899	10.3	3	3	4.7545	0.00043159	4243.7	1871.5	2981.6	5924.4	1937.4	3430.7	1780.8	3593.8	458.51	4352.4	Low	Low	Enriched	No expression	YES		
Q9HCM4-2;Q9HCM4-4;Q9HCM4-3;Q9HCM4	Band 4.1-like protein 5	EPB41L5	57.885	8.9	5	4	34.584	0	24300	22131	24237	18562	30538	15770	18481	17244	13032	19677	Moderate	Enriched	Enriched	No expression	YES		
Q9HCN8	Stromal cell-derived factor 2-like protein 1	SDF2L1	23.598	43.9	13	13	85.117	0	55000	45657	51250	38709	67198	79540	74300	56188	43514	56670	Moderate	Enriched	Enriched	No expression	YES		
U3KQA5;U3KQB3;Q9HCP0-2;Q9HCP0;K7ESB6;U3KQN9;Q9Y6M4-5;P78368;Q9Y6M4-3;Q9Y6M4-4;Q9Y6M4;Q9Y6M4-2	Casein kinase I isoform gamma-1;Casein kinase I isoform gamma-3;Casein kinase I isoform gamma-2	CSNK1G1;CSNK1G2;CSNK1G3	47.172	4.5	2	2	1.8339	0.009761	2264.9	1989.5	1960.7	1755.6	3713.2	1640.6	2761.6	1979.7	1610.8	2719.1	Moderate	Enriched	Enriched	No expression			
Q9HCS7	Pre-mRNA-splicing factor SYF1	XAB2	100.01	8.5	7	7	14.677	0	12251	8504.3	11793	13939	16209	11631	10074	8997.9	6807.8	12419	Low	Low	Low	No expression	YES		
Q9HCU0	Endosialin	CD248	80.858	2.5	2	2	2.089	0.0069013	8976.8	9519.4	10102	10122	11428	7639.4	11312	11690	6010.6	9544.9	Enriched	Moderate	Moderate	No expression	YES		
Q9HCU5;B5MC98;H7C0W3	Prolactin regulatory element-binding protein	PREB	45.468	35.5	16	16	36.55	0	48854	47839	48473	35618	64237	37258	46242	39113	27088	43257	Moderate	Enriched	Enriched	No expression	YES		
Q9HD15	Steroid receptor RNA activator 1	SRA1	25.673	8.9	2	2	5.8244	0	7546.4	9045.5	11022	3959.9	11473	4890.2	20327	7357.8	29692	10668	Enriched	Enriched	Enriched	No expression	YES		
Q9HD20-2;Q9HD20	Manganese-transporting ATPase 13A1	ATP13A1	121.11	16.9	26	26	91.342	0	143560	105970	107360	98799	131380	115260	100170	86840	54420	103160	Moderate	Enriched	Enriched	No expression	YES		
Q9HD33-2;Q9HD33;Q9HD33-3	39S ribosomal protein L47, mitochondrial	MRPL47	27.085	16.5	5	5	10.371	0	31715	29699	27547	28262	38834	45050	14676	22302	5781.4	26491	Enriched	Enriched	Enriched	No expression	YES		
Q9HD40-3;Q9HD40	O-phosphoseryl-tRNA(Sec) selenium transferase	SEPSECS	55.41	16.2	6	6	15.602	0	29953	24613	29394	33337	35942	32986	41006	32426	27289	34723	No expression	Enriched	Moderate	No expression	YES		
Q9HD45;Q5TB53	Transmembrane 9 superfamily member 3	TM9SF3	67.887	13.6	15	15	34.496	0	122920	99870	96768	84519	159850	141480	176670	178400	57398	105430	Enriched	Enriched	Enriched	No expression	YES		
Q9HDC9;H0Y512;Q9HDC9-2	Adipocyte plasma membrane-associated protein	APMAP	46.48	34.6	23	23	62.142	0	100110	83574	80317	95909	88272	79859	108370	121690	58241	97211					YES		
Q9NP58;H7BXK9;Q9NP58-4	ATP-binding cassette sub-family B member 6, mitochondrial	ABCB6	93.884	6.3	5	5	6.8412	0	1407	1264.5	1479.3	1112.1	1650.7	2875.6	5272.6	2527.9	1083.7	1065.9	Moderate	Moderate	Moderate	No expression	YES		
Q9NP61-2;Q9NP61;H0Y6A0	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	51.989	35.4	28	28	323.31	0	186850	129870	150110	164520	188980	209000	199940	171180	114090	192400	Enriched	Enriched	Enriched	Enriched	YES		
Q9NP66;H0YKL0	High mobility group protein 20A	HMG20A	40.143	9.8	3	3	35.867	0	18864	15349	17828	22718	20367	19767	39507	35159	22101	23816	Low	Moderate	Enriched	No expression			
Q9NP72;Q9NP72-2;Q5W0J0;A0A087X163;H0Y6T8;Q9NP72-3	Ras-related protein Rab-18	RAB18	22.977	57.8	14	13	75.939	0	110730	61558	75917	129030	92368	114520	108200	106610	74273	138190	Moderate	Enriched	Enriched	No expression	YES		
S4R313;Q9NP74;Q9NP74-2;Q9NP74-3	Palmdelphin	PALMD	62.652	12.5	5	5	33.4	0	43768	35902	45973	40868	49668	40417	36732	29446	17343	38181	Low	Low	Moderate	No expression	YES		
Q9NP77;Q9NP77-2	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72	22.574	8.2	2	2	1.9253	0.0081453	4650.8	2232.9	3871.9	4305.3	3849.1	3341.2	3131.7	4046.1	1880.5	3799.9	Enriched	Enriched	Enriched	No expression	YES		
Q9NPA0;H0YDT8	ER membrane protein complex subunit 7	EMC7	26.47	15.3	6	6	13.866	0	66098	61306	60428	57474	77420	67059	56024	50795	30242	49273					YES		
Q9NPD3;E9PI41	Exosome complex component RRP41	EXOSC4	26.383	14.3	4	4	4.9868	0.00043802	8964.6	8258.3	9104.8	8418.5	12665	7441.4	14166	13048	10735	10586	Enriched	Enriched	Enriched	No expression	YES		
Q9NPE3	H/ACA ribonucleoprotein complex subunit 3	NOP10	7.7059	68.8	5	5	11.262	0	18017	11663	18536	12048	18479	15108	21239	17394	12202	16533	Enriched	Enriched	Enriched	No expression	YES		
Q9NPF4	Probable tRNA N6-adenosine threonylcarbamoyltransferase	OSGEP	36.426	12.2	6	6	11.463	0	24851	22826	26138	17992	30441	15055	20581	18921	17100	22357	Enriched	Moderate	Moderate	No expression	YES		
Q9NPF5;Q5TG38;Q5TG39;Q5TG40	DNA methyltransferase 1-associated protein 1	DMAP1	52.992	8.1	3	3	5.9068	0	2959.5	2999.2	3840.7	2213.7	4718.6	2880	2935	2235.1	1110.1	2271.3	No expression	Moderate	Moderate	No expression	YES		
Q9NPH2;Q9NPH2-2;Q9NPH2-3	Inositol-3-phosphate synthase 1	ISYNA1	61.067	16.1	11	11	16.865	0	20235	18944	22529	19805	23264	19978	37063	28496	40680	28244	Low	Enriched	Enriched	No expression	YES		
Q9NPI1;Q9NPI1-2	Bromodomain-containing protein 7	BRD7	74.138	3.2	1	1	3.7478	0.00060277	2666.9	1403.5	2939.5	5117.1	2007.8	4129.7	4012.9	5192.1	1478.4	4879.7	Enriched	Enriched	Enriched	No expression	YES		
Q9NPI6-2;Q9NPI6	mRNA-decapping enzyme 1A	DCP1A	59.361	5.1	2	2	5.1716	0.00044375	5382.4	3836.9	4458.9	5567.5	4949	3477	3075.6	5386.1	1588.9	4203.4	Enriched	Enriched	Enriched	No expression			
Q9NPJ3-2;Q9NPJ3	Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed	ACOT13	12.366	18.8	5	5	22.294	0	14576	11993	9625.4	9402.6	12095	18622	20293	25715	11211	20878	Low	Enriched	Enriched	Moderate	YES		
Q9NPJ6	Mediator of RNA polymerase II transcription subunit 4	MED4	29.745	9.3	2	2	4.4558	0.00042373	2165.8	1154.6	1730.6	2523.1	1392.8	1679.5	2405.3	2725.8	1437.1	2119.6	Low	Low	Moderate	No expression	YES		
Q9NPQ8-4;Q9NPQ8;Q9NPQ8-2;Q9NPQ8-3	Synembryn-A	RIC8A	59.612	17	9	9	20.628	0	37602	21763	25322	31775	32426	36955	32934	36681	20354	37677	Enriched	Enriched	Enriched	No expression	YES		
Q9NPY3	Complement component C1q receptor	CD93	68.559	3.1	1	1	4.9911	0.00043812	12769	11045	10264	10853	14499	13886	18646	15848	12438	13505	Moderate	Moderate	Enriched	No expression	YES		
Q9NQ29-2;Q9NQ29-3;Q9NQ29;A8MYV2;B8ZZ10	Putative RNA-binding protein Luc7-like 1	LUC7L	38.405	22.2	11	3	25.824	0	6484.5	6058	8145.2	5923.5	8165.9	8332.2	14630	13799	8713.2	11737	Enriched	Enriched	Enriched	No expression	YES		
Q9NQ50	39S ribosomal protein L40, mitochondrial	MRPL40	24.49	24.3	4	4	5.1223	0.00044209	18373	8920.6	19144	13565	18966	23773	14390	12754	7144.5	12945	Enriched	Enriched	Enriched	Moderate	YES		
Q9NQ66-2;Q9NQ66;H0YCJ2;A0A087WW73;A0A087WT80	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1;Phosphoinositide phospholipase C	PLCB1	133.7	10.3	13	13	57.761	0	35707	29195	35417	34406	49652	28132	35486	36808	18988	34596	Moderate	Enriched	Enriched	Enriched	YES		
Q9NQ88	Fructose-2,6-bisphosphatase TIGAR	TIGAR	30.062	5.9	1	1	2.9304	0.0016832	3465.6	2805.4	2684.1	3890.3	2727.8	4752.1	2760.1	2913.9	1059.1	2972.9					YES		
Q9NQA3	WAS protein family homolog 6	WASH6P	47.989	9.6	3	1	57.041	0	7210	2971.8	7111.3	5813.1	7490.6	4634.9	6564.7	8070.4	4358.7	9289.6	No expression	Low	No expression	No expression	YES		
Q9NQE9	Histidine triad nucleotide-binding protein 3	HINT3	20.361	7.7	2	2	3.7457	0.00060253	15624	13463	12312	11375	15116	15775	20604	25084	11141	16847	Moderate	Enriched	Enriched	No expression	YES		
Q9NQG1	Protein MANBAL	MANBAL	9.467	14.1	1	1	3.7371	0.00060193	3349	2942.9	3350	1520.5	5088	2529.1	3523.2	2555.3	2009.3	2470.7	Enriched	Enriched	Enriched	No expression			
Q9NQG5;E9PIQ9	Regulation of nuclear pre-mRNA domain-containing protein 1B	RPRD1B	36.899	21.5	12	11	126.29	0	105230	63773	73512	127310	74243	110620	109710	183590	55345	153100	Moderate	Enriched	Enriched	No expression	YES		
Q9NQP4;E9PQY2	Prefoldin subunit 4	PFDN4	15.314	36.6	7	7	23.698	0	1510.5	1100.8	1258.4	2367.8	1990.2	1403	2144	2059.8	1139.9	1500.8	Low	Moderate	Enriched	Enriched	YES		
Q9NQR4;H7C579	Omega-amidase NIT2	NIT2	30.608	47.5	16	16	143.57	0	138860	115810	122240	118100	121320	125990	148970	155070	82028	134980	Moderate	Enriched	Enriched	No expression	YES		
Q9NQS1	Cell death regulator Aven	AVEN	38.506	4.7	1	1	3.5397	0.00079208	14729	11362	10176	17059	11957	11245	10777	10107	7361.6	12820	No expression	Enriched	Enriched	No expression	YES		
Q9NQT8;E7ERX9	Kinesin-like protein KIF13B	KIF13B	202.79	11.2	18	17	115.79	0	52845	46384	54642	50635	56486	40770	61485	61798	40003	64774	Enriched	Enriched	Enriched	Enriched	YES		
Q9NQW7-3;Q5T6H7;Q9NQW7;Q9NQW7-4;Q9NQW7-2	Xaa-Pro aminopeptidase 1	XPNPEP1	74.797	33.6	39	39	205.86	0	259890	151510	170640	249810	242250	254010	191310	222300	75907	218560	Enriched	Enriched	Enriched	Moderate	YES		
Q9NQX4	Unconventional myosin-Vc	MYO5C	202.81	17.4	34	31	118.85	0	90451	68689	79658	89648	99357	121500	112960	104710	59841	109270	Enriched	Enriched	Enriched	No expression	YES		
Q9NQZ2	Something about silencing protein 10	UTP3	54.557	7.7	3	3	16.062	0	12664	9804.9	10926	8857.5	12174	11974	16490	9983.9	12013	14254	Moderate	Moderate	Enriched	Enriched	YES		
Q9NQZ7	Ectonucleoside triphosphate diphosphohydrolase 7	ENTPD7	68.959	3	1	1	3.1547	0.00076467	10477	5300	6965.3	14454	6344.5	14473	8397.6	11952	4026.8	10681	Low	Low	Moderate	No expression			
Q9NR09	Baculoviral IAP repeat-containing protein 6	BIRC6	530.25	1.7	8	8	16.396	0	17121	17827	17881	14255	25343	13260	18720	17905	10860	17947	Enriched	Enriched	Enriched	No expression	YES		
Q9NR12;Q9NR12-2	PDZ and LIM domain protein 7	PDLIM7	49.844	17.5	7	7	20.562	0	35915	36730	30918	24861	37846	32973	46101	41916	17037	57582	Low	Low	Moderate	Moderate	YES		
Q9NR30;Q9NR30-2	Nucleolar RNA helicase 2	DDX21	87.343	22.1	19	15	75.975	0	92126	78426	82790	76509	108480	72109	105310	83225	60236	96624	Enriched	Enriched	Enriched	Enriched	YES		
Q9NR31;Q9NR31-2;H0Y5E8	GTP-binding protein SAR1a	SAR1A	22.367	51.5	15	10	188.55	0	76924	42866	47756	98239	49083	94445	97786	130750	33016	113940	Enriched	Enriched	Enriched	Enriched	YES		
Q9NR45	Sialic acid synthase	NANS	40.307	38.2	32	32	256.14	0	229880	149350	170100	178360	197540	251960	256970	267090	115760	185060	Enriched	Enriched	Enriched	No expression	YES		
Q9NR50;Q9NR50-3;Q9NR50-2	Translation initiation factor eIF-2B subunit gamma	EIF2B3	50.24	31	20	20	67.052	0	89354	66512	77940	88428	98491	66712	73546	67911	45538	69713	Moderate	Enriched	Enriched	No expression	YES		
Q9NR80-3;Q9NR80-4;Q9NR80	Rho guanine nucleotide exchange factor 4	ARHGEF4	71.13	1.5	1	1	2.1259	0.0060891	1810.7	1689.5	1458.1	2261.4	1690.7	1681.6	1360.5	1394.3	434.44	1407.4	Low	Moderate	Low	Moderate			
Q9NRD1	F-box only protein 6	FBXO6	33.932	11.6	5	5	11.035	0	10726	5475.7	7013.4	13218	7218.3	12813	10443	12424	5521.6	12730	Moderate	Enriched	Enriched	No expression	YES		
Q9NRD5;F6V107;Q9NRD5-2	PRKCA-binding protein	PICK1	46.6	8.2	4	4	6.2405	0	13983	13214	13047	12005	16329	10784	15403	15349	12420	13635	Enriched	Moderate	Moderate	Enriched	YES		
Q9NRF8	CTP synthase 2	CTPS2	65.677	8.5	7	5	10.118	0	20814	20006	25777	19195	25782	14620	16637	14837	14047	19297	Moderate	Enriched	Enriched	No expression	YES		
Q9NRF9	DNA polymerase epsilon subunit 3	POLE3	16.859	11.6	2	2	5.668	0	9920.9	4924.1	7296.4	12603	6131.8	10851	8327.2	11184	4863.6	12172	Low	Moderate	Enriched	Enriched			
Q9NRN5;B4DNG0;Q9NRN5-2	Olfactomedin-like protein 3	OLFML3	46.01	35.7	18	18	119.47	0	60429	65727	110640	62381	97557	61874	91893	83911	35672	60621	Low	Enriched	Moderate	No expression	YES		
Q9NRN7;E9PLW6	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	35.776	12.3	5	5	18.957	0	20403	10721	12494	21145	15769	21185	26698	22926	14864	26582	Low	Enriched	Enriched	Enriched	YES		
Q9NRR5	Ubiquilin-4	UBQLN4	63.852	17.8	11	6	68.089	0	36899	30057	29925	34103	41867	34802	28531	39953	14677	30749	Low	Enriched	Enriched	No expression	YES		
Q9NRV9;F5GWX2	Heme-binding protein 1	HEBP1	21.097	67.2	16	16	111.33	0	129810	86691	91210	170800	125050	157670	181250	158060	66386	126760	Moderate	Enriched	Enriched	No expression	YES		
Q9NRW7;A0A087WU65;Q5T4Q0	Vacuolar protein sorting-associated protein 45	VPS45	65.076	7.5	4	1	8.9437	0	1929.6	1621	1627.5	1432.4	2499.5	1940.5	1851.3	1073.7	1131.9	1424.3	Moderate	Moderate	Enriched	Enriched	YES		
Q9NRX4;Q9NRX4-2	14 kDa phosphohistidine phosphatase	PHPT1	13.832	72	11	11	25.225	0	91774	57844	72494	78037	72953	126870	169430	167210	47914	88810	Moderate	Enriched	Enriched	No expression	YES		
Q9NRX5	Serine incorporator 1	SERINC1	50.494	6.2	2	2	15.238	0	9801.2	5540.2	6811.8	10953	9064.1	8008.9	8435.3	8466.5	4032.8	9333.8	No expression	Enriched	Enriched	Enriched	YES		
Q9NRZ7-2;Q9NRZ7;Q9NRZ7-3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	AGPAT3	36.271	17.2	6	6	11.62	0	50558	44240	37393	33694	53327	37047	36184	48060	16458	39610	Moderate	Enriched	Enriched	No expression	YES		
Q9NS56-2;Q9NS56	E3 ubiquitin-protein ligase Topors	TOPORS	112.34	1.2	1	1	2.7071	0.002381	3387	2605.6	3478.8	2206.2	6024.3	1961.7	2642.1	1475.6	1525.4	1640.6	Low	No expression	Moderate	Moderate			
Q9NS69	Mitochondrial import receptor subunit TOM22 homolog	TOMM22	15.521	59.9	7	7	28.474	0	55205	61207	70551	43643	101730	36674	65650	49530	43749	44261	Low	Enriched	Enriched	No expression	YES		
Q9NS86	LanC-like protein 2	LANCL2	50.854	11.8	6	6	31.892	0	29636	15914	20355	40564	22089	38978	40569	44262	17145	45443	Enriched	Enriched	Enriched	No expression	YES		
Q9NSD9;Q9NSD9-2	Phenylalanine--tRNA ligase beta subunit	FARSB	66.115	36.3	37	37	159.97	0	231780	169490	163580	222010	184460	238410	167750	232550	76682	205670	Enriched	Enriched	Enriched	No expression	YES		
Q9NSE4	Isoleucine--tRNA ligase, mitochondrial	IARS2	113.79	31	34	34	98.192	0	253120	152130	180570	230780	202090	227450	247850	271200	125030	231710	Moderate	Enriched	Enriched	Enriched	YES		
Q9NSK0;Q9NSK0-3;Q9NSK0-5	Kinesin light chain 4	KLC4	68.639	17.6	10	9	18.613	0	29349	27137	30030	19839	35753	27026	33990	26903	25766	27563	Enriched	Enriched	Enriched	No expression	YES		
Q9NT62-2;Q9NT62	Ubiquitin-like-conjugating enzyme ATG3	ATG3	35.467	19.6	8	8	18.615	0	15889	14405	15931	17649	18001	17730	12815	12838	8333.1	14782	Enriched	Enriched	Enriched	No expression	YES		
Q9NTG7;E9PK80;E9PM75;E9PN58;Q9NTG7-2	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	SIRT3	43.573	13.5	5	5	13.112	0	22229	11335	14181	16722	16972	16626	15228	16605	7742.5	15119	No expression	Moderate	Moderate	No expression			
Q9NTI5-2;Q9NTI5	Sister chromatid cohesion protein PDS5 homolog B	PDS5B	158.28	10	18	15	79.353	0	56127	45774	61702	46522	63674	40415	47201	50294	23445	53098	Moderate	Moderate	Enriched	Low	YES		
Q9NTJ4-3;Q9NTJ4-2;Q9NTJ4;Q9NTJ4-4;H3BMJ3;H3BRI3;H3BUW3;H3BQH9;B4DH23	Alpha-mannosidase 2C1	MAN2C1	104.69	4.3	4	4	6.1109	0	6123.1	6901.5	6474.2	4328.5	7702.6	6375.6	8575.5	8331.9	5306.5	6790.1	Moderate	Moderate	Moderate	Enriched	YES		
Q9NTJ5;E9PGZ4;Q9NTJ5-2	Phosphatidylinositide phosphatase SAC1	SACM1L	66.966	29.1	20	3	79.563	0	88201	66064	69911	67608	74464	93346	109030	106380	42950	91993	Moderate	Enriched	Enriched	Enriched	YES		
Q9NTX5-6;Q9NTX5-2;Q9NTX5;H0Y5L2;Q9NTX5-3	Ethylmalonyl-CoA decarboxylase	ECHDC1	31.089	35.2	14	7	122.34	0	76150	57856	64158	61146	59295	86337	84816	119510	46393	79933	Enriched	Enriched	Enriched	No expression	YES		
Q9NTZ6	RNA-binding protein 12	RBM12	97.394	7.5	8	8	13.272	0	20873	16311	21091	16207	21198	21831	29708	33701	13915	26524	Moderate	Moderate	Enriched	Low	YES		
Q9NU19	TBC1 domain family member 22B	TBC1D22B	59.08	7.5	3	1	6.7841	0	6801.5	5358.7	6090.9	6077.1	7080.3	5134.5	4987.7	4414.7	2145.4	5976.5	Low	Enriched	Enriched	No expression			
Q9NU22	Midasin	MDN1	632.81	0.8	3	3	7.2718	0	6697	6382.5	6991.7	8971.9	7816.1	9261.5	20891	21593	8155.9	10766	Enriched	Enriched	Moderate	Enriched	YES		
Q9NUB1;Q9NUB1-2;Q9NUB1-3;Q9NUB1-4	Acetyl-coenzyme A synthetase 2-like, mitochondrial	ACSS1	74.856	24.5	20	20	50.477	0	78938	56513	61530	62156	96267	51026	57140	62488	34646	63352	Enriched	Enriched	Moderate	No expression	YES		
Q9NUJ1	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	ABHD10	33.932	35.9	20	4	96.891	0	124950	75989	112980	149190	127990	214220	172580	215980	77933	129410	Enriched	Enriched	Enriched	No expression	YES		
Q9NUL5-2;Q9NUL5-4;Q9NUL5	UPF0515 protein C19orf66	C19orf66	27.524	12.5	3	2	4.8385	0.00043384	1655.3	2040	2176.9	1311.4	3267.6	1591.4	3824	3228.5	2488.7	2762.9	Moderate	Enriched	Enriched	No expression	YES		
Q9NUL7	Probable ATP-dependent RNA helicase DDX28	DDX28	59.58	5.9	3	3	3.1342	0.00095365	5469.4	4092.6	4827.1	3866.9	5925.5	4193.3	4125.5	3931.1	2589.8	4781.4	Enriched	Moderate	Moderate	Low	YES		
Q9NUN5-4;Q9NUN5-2;Q9NUN5-3;Q9NUN5	Probable lysosomal cobalamin transporter	LMBRD1	21.394	6.9	1	1	21.079	0	4610.2	4102.4	4528.1	4958.5	6601.8	5233.6	2736.1	2584	1021.3	4853.5	Enriched	Enriched	Enriched	No expression	YES		
Q9NUP1	Biogenesis of lysosome-related organelles complex 1 subunit 4	BLOC1S4	23.351	17.5	3	3	7.6935	0	9034.5	7175.1	6889.1	9076.6	9221.8	4234.8	6310.7	6983.2	3731.5	7952.5					YES		
Q9NUQ2;H0YC22	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	AGPAT5	42.072	9.6	3	3	4.6471	0.00042845	9456.7	5367	5737.2	10253	6055.4	9076.3	6999.5	9284.3	3292.8	10888	Moderate	Low	Enriched	No expression	YES		
Q9NUQ3-2;Q9NUQ3	Gamma-taxilin	TXLNG	46.251	5.1	2	2	3.7123	0.0008008	2313.9	2205.1	2835.9	1064.5	1688.5	1157.8	6310.3	5011.7	11273	5960.6							
Q9NUQ6-2;Q9NUQ6;Q9NUQ6-4;Q9NUQ6-3;C9JW67;F8W6C2;A0A0A0MSG5;B8ZZZ7;F8VZ02;C9JGM8	SPATS2-like protein	SPATS2L	54.178	15.1	6	6	117.46	0	23435	23525	22083	23625	28238	20098	23489	26066	12979	22546	Enriched	Enriched	Enriched	No expression	YES		
Q9NUQ8;Q9NUQ8-2	ATP-binding cassette sub-family F member 3	ABCF3	79.744	12.1	9	9	35.05	0	69393	38026	62129	77717	55104	68101	51195	54729	32129	60849	Moderate	Moderate	Moderate	Enriched	YES		
Q9NUQ9;E5RI16;E5RJE1;E5RIR8;E5RJL8	Protein FAM49B	FAM49B	36.748	22.5	7	6	19.614	0	31757	29168	30042	24370	31348	27342	53538	61529	28843	33824	Enriched	Enriched	Enriched	No expression	YES		
Q9NUY8-2;Q9NUY8;C9IZ32;C9JAM5	TBC1 domain family member 23	TBC1D23	76.5	11	9	9	114.31	0	33507	23579	22279	24825	38916	28082	19850	20001	8677	19918	Moderate	Enriched	Enriched	No expression	YES		
Q9NV31	U3 small nucleolar ribonucleoprotein protein IMP3	IMP3	21.85	13	2	2	3.928	0.00061287	12829	8485.4	7143	10333	8790	13171	11305	10994	4225.8	11583	Enriched	Enriched	Enriched	No expression	YES		
Q9NV35	Probable 8-oxo-dGTP diphosphatase NUDT15	NUDT15	18.609	17.1	2	2	38.385	0	7373.1	5215.3	3513.3	10892	3578.5	5575.1	5145.5	8319.5	4734	9668.2	Moderate	Moderate	Moderate	No expression			
Q9NV70-2;Q9NV70	Exocyst complex component 1	EXOC1	100.28	12.3	12	12	24.847	0	30234	14584	22426	31719	22821	31345	35814	30430	26858	34447	Moderate	Enriched	Enriched	No expression	YES		
Q9NV88-3;Q9NV88-2;Q9NV88;E5RK47;E5RG70;G3XAN1	Integrator complex subunit 9	INTS9	71.136	4.1	2	2	11.542	0	6788.6	4193	6310	11426	4936.7	9643.9	5916.4	8770.6	2471.9	8145.2	Moderate	Enriched	Enriched	Low			
